BH000001|lhhb|A|USED BOX HATCHING EGGS|BH|USED BOX HATCHING EGGS|W|KG|1.0|425.0|01-50220|O||
M-V006|OFF|A|VAKSIPES LASOTA 1000 DS|MD2|VACCINE|Q|VIAL|1.0|10059.5|01-50101|O|Y|
M-V007|OFF|A|VISOHOL ND-IB 1000 DS +DI|MD2|VACCINE|Q|VIAL|1.0|37500.0|01-50101|O|Y|
M-V008|OFF|A|VIGOVIT @ 250 GR|MD4|VITAMIN & SUPPLEMENT|Q|PACK|1.0|35937.5|01-50101|O|Y|
M-V009|OFF|A|VIGOVIT @ 100 GR|MD4|VITAMIN & SUPPLEMENT|Q|PACK|1.0|14375.0|01-50101|O|Y|
M-W001|OFF|A|W.A.MALATHION @ 1 L|MD9|MEDICINE (OTHERS)|Q|BOTO|1.0|0.0|01-50101|O|Y|
OB000001|erna|A|OLD BIRDS|OB|OLD BIRDS|W|KG|1.0|1900.0|01-50216|O||
OB000002|erlin|A|CULL BIRDS|OB|OLD BIRDS|Q|KG|1.0|3800.0|01-50216|O||
PFA001|OFF|A|ATAL|GA2|ATAL, KAPUR,DLL|Q|GONI|1.0|1400.0|01-50106|O|Y|
PFA002|OFF|A|ATAL|GA2|ATAL, KAPUR,DLL|Q|MOTO|1.0|150000.0|01-50106|O||
PFG001|OFF|A|GAS @ 50 KG|GAS|GAS|Q|TABU|1.0|216000.0|01-50106|O|Y|
PFG002|OFF|A|GAS @ 50 KG ( CASH )|GAS|GAS|Q|TABU|1.0|150000.0|01-50106|O||
PFG003|OFF|A|GAS @ 12 KG|GAS|GAS|Q|TABU|1.0|51000.0|01-50106|O||
PFK001|OFF|A|KAPUR @ 50  KG|GA2|ATAL, KAPUR,DLL|Q|GONI|1.0|38750.0|01-50106|O|Y|
PL000001|lhhb|A|PULLET|PL|PULLET|Q|EKOR|1.0|18000.0|01-50218|O||
S0020|OFF|A|SERBUK / ATAL|OT1|OTHER|Q|BH|1.0|1500.0|01-50106|O||
SA000001|lhhb|A|SACKS|SA|SACKS|Q|LBR|1.0|500.0|01-50217|O||
M-D010|OFF|A|DILUENT DISOLVANTE|MD1|DRUG|Q|BOTO|1.0|0.0|01-50101|O|N|
M-E0003|OFF|A|ENROMAS 100 ML|MD9|MEDICINE (OTHERS)|Q|BTL|1.0|12000.0|01-50101|O|Y|
M-E003-1|OFF|A|ENROMAS @ 1 LTR|MD9|MEDICINE (OTHERS)|Q|BTL|1.0|120000.0|01-50101|O|Y|
M-M007|OFF|A|MASAVIT @ 250 GR|MD9|MEDICINE (OTHERS)|Q|PACK|1.0|14750.0|01-50101|O|Y|
M-A003-1|OFF|A|AMOXICILLIN 100% @ 1 KG|MD1|DRUG|Q|PACK|1.0|0.0|01-50101|O|N|
M-B0040|OFF|A|BAYTRIL 10% @ 1 L|MD1|DRUG|Q|BTL|1.0|0.0|01-50101|O|N|
M-C0030|OFF|A|COCCIVAC  D @  1000 DS|MD2|VACCINE|Q|VIAL|1.0|0.0|01-50101|O|N|
M-F0003|OFF|A|FORMALIN|MD3|DISINFECTANT|Q|DRUM|1.0|0.0|01-50101|O|N|
M-F0013|OFF|A|FOSBAC PLUS T @ 1 KG|MD9|MEDICINE (OTHERS)|Q|PACK|1.0|0.0|01-50101|O|Y|
M-G0018|OFF|A|GUMBORO D78|MD2|VACCINE|Q|VIAL|1.0|0.0|01-50101|O|N|
M-G011|OFF|A|GENTAMYCINE INJ @ 100 CC|MD1|DRUG|Q|BTL|1.0|0.0|01-50101|O|N|
M-G012|OFF|A|GALLIMUNE-403|MD2|VACCINE|Q|BTL|1.0|297000.0|01-50101|O|N|
M-H0041|OFF|A|HIDROGEN PEROXIDE @ 30 KG|MD3|DISINFECTANT|Q|PAIL|1.0|250000.0|01-50101|O|Y|
M-K004-5|OFF|A|KLERAT @ 5 KG|MD9|MEDICINE (OTHERS)|Q|PACK|1.0|0.0|01-50101|O|N|
M-K005|OFF|A|KAPUR TOHOR @ 50 KG|GA2|ATAL, KAPUR,DLL|Q|ZAK|1.0|35000.0|01-50101|O|N|
M-L005-2|OFF|A|LONG LIFE 250 S @ 20 L|MD3|DISINFECTANT|Q|PAIL|1.0|0.0|01-50101|O|Y|
M-M003|OFF|A|MG ANTIGEN|MD2|VACCINE|Q|VIAL|1.0|0.0|01-50101|O|N|
M-N0010|OFF|A|NOB EDS 1000 DS|MD2|VACCINE|Q|VIAL|1.0|0.0|01-50101|O|N|
M-N0011|OFF|A|NOB REO 1133 + DILUENT|MD2|VACCINE|Q|VIAL|1.0|0.0|01-50101|O|N|
M-N0012|OFF|A|NOB RT INAC|MD2|VACCINE|Q|VIAL|1.0|0.0|01-50101|O|N|
M-N0013|OFF|A|NOB IBH 120  @ 1000 DS|MD2|VACCINE|Q|VIAL|1.0|0.0|01-50101|O|N|
M-N0014|OFF|A|NOB OVO DIPTHERIN 1000 DS|MD2|VACCINE|Q|VIAL|1.0|0.0|01-50101|O|N|
M-N0017|OFF|A|NOB NEWCAVAC 1000 DS|MD2|VACCINE|Q|VIAL|1.0|0.0|01-50101|O|N|
M-N011-F|OFF|A|NOB AE FOX|MD2|VACCINE|Q|VIAL|1.0|0.0|01-50101|O|N|
M-N012-K|OFF|A|NOB IB ND KILL|MD2|VACCINE|Q|VIAL|1.0|0.0|01-50101|O|N|
M-O003|OFF|A|OVO-4 1000 DS|MD2|VACCINE|Q|VIAL|1.0|0.0|01-50101|O|N|
M-P001-5|OFF|A|PIPERAZINE @ 50 KG|MD1|DRUG|Q|PAIL|1.0|0.0|01-50101|O|N|
M-R001-2|OFF|A|ROUNDUP @ 20 LT|MD9|MEDICINE (OTHERS)|Q|PAIL|1.0|0.0|01-50101|O|N|
M-R001-4|OFF|A|ROUNDUP @ 4 L|MD9|MEDICINE (OTHERS)|Q|PAIL|1.0|0.0|01-50101|O|N|
M-R003|OFF|A|ROVIMIX C - EC @ 25 KG|MD4|VITAMIN & SUPPLEMENT|Q|PAIL|1.0|0.0|01-50101|O|N|
M-R004|OFF|A|REO-ND-IB-G (FORT DODGE)|MD2|VACCINE|Q|VIAL|1.0|0.0|01-50101|O|N|
M-T0031|OFF|A|TYLAN SOLUBLE @ 1 KG|MD1|DRUG|Q|PACK|1.0|0.0|01-50101|O|N|
M-T005|OFF|A|TETRAMISOLE 20%  @ 50 KG|MD1|DRUG|Q|PAIL|1.0|0.0|01-50101|O|N|
M-T005-2|OFF|A|TETRAMOSOLE 20% @ 25 KG|MD1|DRUG|Q|PAIL|1.0|0.0|01-50101|O|N|
M-V0002|OFF|A|VITABRO @ 250 GRAM|MD4|VITAMIN & SUPPLEMENT|Q|PACK|1.0|0.0|01-50101|O|N|
M-V002-1|OFF|A|VITAMIN C @ 100 GR|MD4|VITAMIN & SUPPLEMENT|Q|PACK|1.0|0.0|01-50101|O|N|
M-M008|OFF|A|MAXACOL @ 250 GR|MD9|MEDICINE (OTHERS)|Q|PACK|1.0|31250.0|01-50101|O|Y|
M-S0021|OFF|A|SKIM MILK @ 1 KG|MD9|MEDICINE (OTHERS)|Q|PACK|1.0|30000.0|01-50101|O|Y|
M-C0016|OFF|A|COLIMAS @ 250 GR|MD9|MEDICINE (OTHERS)|Q|PACK|1.0|30000.0|01-50101|O|Y|
PFK002|OFF|A|KAPUR @ 30 KG|GA2|ATAL, KAPUR,DLL|Q|GONI|1.0|22500.0|01-50101|O|Y|
M-D011|OFF|A|DELTAMETRIN 5% @ 500 ML|MD9|MEDICINE (OTHERS)|Q|BTL|1.0|175000.0|01-50101|O|Y|
M-H010|OFF|A|HIPRA METRIN @ 1 L|MD9|MEDICINE (OTHERS)|Q|BTL|1.0|95000.0|01-50101|O|Y|
C0001-C|OFF|A|COMPUTER|OT1|OTHER|Q|UNIT|1.0|4000000.0|01-50101|O|0|
DDR256MB|OFF|A|DDR 256MB PC100 ECC TCQNS|OT1|OTHER|Q|BUAH|1.0|900000.0|01-50101|O|0|
HDD36GB|OFF|A|HDD 36GB SCSI 68 PIN SEAG|OT1|OTHER|Q|UNIT|1.0|1800000.0|01-50101|O|0|
J0006-3|OFF|A|JARUM SUNTIK 3ML @ 100 SE|OT1|OTHER|Q|KTK|1.0|787000.0|01-50101|O|Y|
J0012-03|OFF|A|JARUM SUNTIK SACOREX 0.3|OT1|OTHER|Q|SET|1.0|787000.0|01-50101|O|Y|
J0012-05|OFF|A|JARUM SUNTIK SACOREX 0.5|OT1|OTHER|Q|SET|1.0|581250.0|01-50101|O|0|
M0040|OFF|A|MATA JARUM SACOREX @ 12 B|OT1|OTHER|Q|KTK|1.0|60200.0|01-50101|O|N|
M-G0013|OFF|A|GALLIMUNE FLU H5N9 1000 D|MD2|VACCINE|Q|BTL|1.0|297000.0|01-50101|O|Y|
MK0001|OFF|A|KURSI TIK FIGURA TANPA TA|OT1|OTHER|Q|UNIT|1.0|170000.0|01-50101|O|N|
M-N024|OFF|A|NOB INFLUENZA H5 @ 500 ML|MD2|VACCINE|Q|BTL|1.0|0.0|01-50101|O|Y|
MT0001|OFF|A|TAPE MEDIA DAT 24|OT1|OTHER|Q|PCS|1.0|0.0|01-50101|O|N|
M-V010|OFF|A|VOLVAC AI KV @ 500 ML|MD2|VACCINE|Q|BTL|1.0|0.0|01-50101|O|Y|
SA0001|OFF|A|AC LG SPILT 1 PK|OT1|OTHER|Q|UNIT|1.0|2075000.0|01-50101|O|0|
SD0001|OFF|A|DDR 256MB PC100 ECC TCQNS|OT1|OTHER|Q|PCS|1.0|900000.0|01-50101|O|0|
SE0001|OFF|A|EXHAUSTFAN PANASONIC FV 3|OT1|OTHER|Q|UNIT|1.0|250000.0|01-50101|O|0|
SH0001|OFF|A|HDD 36GB SCSI 68 PIN SEAG|OT1|OTHER|Q|UNIT|1.0|1800000.0|01-50101|O|0|
SK0001|OFF|A|KABEL BELDEN CAT 5E|OT1|OTHER|Q|ROLL|1.0|58.3|01-50101|O|0|
SK0002|OFF|A|KURSI PUTAR FIGURA SANDAR|OT1|OTHER|Q|UNIT|1.0|425000.0|01-50101|O|0|
SL0001|OFF|A|LEMARI ARSIP INDACHI DBC|OT1|OTHER|Q|UNIT|1.0|412500.0|01-50101|O|0|
SM0001|OFF|A|MS OFFICE 2003 BASIC EDIT|OT1|OTHER|Q|LS|1.0|198.0|01-50101|O|0|
SM0002|OFF|A|MODEM US ROBOTICS|OT1|OTHER|Q|UNIT|1.0|105.6|01-50101|O|0|
SM0003|OFF|A|MEJA COMPUTER INDACHI DC|OT1|OTHER|Q|UNIT|1.0|551250.0|01-50101|O|0|
SM0004|OFF|A|MEJA PC & PRINTER A3|OT1|OTHER|Q|UNIT|1.0|0.0|01-50101|O|0|
SM0005|OFF|A|MEJA FAZT COMPUTER CCD 50|OT1|OTHER|Q|UNIT|1.0|129000.0|01-50101|O|0|
SM0006|OFF|A|MEJA KANTOR SUCITRA MTS23|OT1|OTHER|Q|UNIT|1.0|300000.0|01-50101|O|0|
SM0007|OFF|A|MEJA KANTOR SUCITRA MTS 3|OT1|OTHER|Q|UNIT|1.0|475000.0|01-50101|O|0|
SM0008|OFF|A|MESIN GENSET YAMAFUJI 700|OT1|OTHER|Q|UNIT|1.0|3650000.0|01-50106|O|0|
SM0009|OFF|A|MEJA PC UNO 100 X 74 X 75|OT1|OTHER|Q|UNIT|1.0|517000.0|01-50101|O|0|
SP0001|OFF|A|PC HP COMPAQ D220|OT1|OTHER|Q|UNIT|1.0|7342500.0|01-50101|O|0|
SP0002|OFF|A|PC HP COMPAC D220 ( EDP )|OT1|OTHER|Q|UNIT|1.0|7645000.0|01-50101|O|0|
SP0003|OFF|A|PRINTER EPSON LQ 2180|OT1|OTHER|Q|UNIT|1.0|600.0|01-50101|O|0|
SP0004|OFF|A|PRINTER EPSON LQ 300+|OT1|OTHER|Q|UNIT|1.0|302.5|01-50101|O|0|
SS0001|OFF|A|SWITCH 3 COM 16 PORTS|OT1|OTHER|Q|UNIT|1.0|91.3|01-50101|O|0|
ST0001|OFF|A|TAPE MEDIA DAT 24|OT1|OTHER|Q|PCS|1.0|28.0|01-50101|O|0|
ST0002|OFF|A|TELPON PANASONIC TF 2373|OT1|OTHER|Q|BUAH|1.0|260000.0|01-50101|O|0|
ST0003|OFF|A|TELPON PANASONIC TF 2371|OT1|OTHER|Q|BUAH|1.0|160000.0|01-50101|O|0|
SU0001|OFF|A|UPS SERVER APC 1000VA|OT1|OTHER|Q|BUAH|1.0|4840000.0|01-50101|O|0|
SU0002|OFF|A|UPS WORKS ICA CT682B|OT1|OTHER|Q|BUAH|1.0|1430000.0|01-50101|O|0|
SW0001|OFF|A|WIN XP PROFESIONAL|OT1|OTHER|Q|LS|1.0|1474000.0|01-50101|O|0|
SW0002|OFF|A|WATER DISPENSER MIYAKO|OT1|OTHER|Q|UNIT|1.0|0.0|01-50101|O|0|
SU0003|OFF|A|UPGRADE PC SERVER|OT1|OTHER|Q|LS|1.0|5940000.0|01-50101|O|0|
J0012-10|OFF|A|JARUM SUNTIK SACOREX 1 ML|OT1|OTHER|Q|SET|1.0|551250.0|01-50101|O|Y|
MK-0015|OFF|A|KAPORIT @ 15 KG|MD9|MEDICINE (OTHERS)|Q|PAIL|1.0|167500.0|01-50101|O|Y|
P0056|OFF|A|PEN PISTON SC45|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
SB0001|OFF|A|BRANKAS CHUBB COBRA SIZE|OT1|OTHER|Q|UNIT|1.0|6357500.0|01-50101|O|0|
SB0002|OFF|A|BULU AYAM ( KEMOCENG )|OT1|OTHER|Q|BUAH|1.0|22000.0|01-50101|O|0|
SB0003|OFF|A|BRUSH GAGANG|OT1|OTHER|Q|BUAH|1.0|7200.0|01-50101|O|0|
SB0004|OFF|A|BRUSH HITAM|OT1|OTHER|Q|BUAH|1.0|1800.0|01-50101|O|0|
SB0005|OFF|A|BRUSH KUNING|OT1|OTHER|Q|BUAH|1.0|1500.0|01-50101|O|0|
SC0001|OFF|A|CD WIN 2000 SERVER|OT1|OTHER|Q|BUAH|1.0|20000.0|01-50101|O|0|
SC0002|OFF|A|CD NORTON 2006|OT1|OTHER|Q|BUAH|1.0|20000.0|01-50101|O|0|
SC0003|OFF|A|CD NORTON SISTEM WORKS 20|OT1|OTHER|Q|BUAH|1.0|20000.0|01-50101|O|0|
SE0002|OFF|A|ENGSEL HIDROLIK|OT1|OTHER|Q|BUAH|1.0|125000.0|01-50101|O|0|
SE0003|OFF|A|EXHAUSTFAN PANASONIC FV 2|OT1|OTHER|Q|UNIT|1.0|200000.0|01-50101|O|0|
SE0004|OFF|A|ELBO 1/2 "|OT1|OTHER|Q|BUAH|1.0|3000.0|01-50101|O|0|
SE0005|OFF|A|ETERNET CARD EDIMAX|OT1|OTHER|Q|BUAH|1.0|110000.0|01-50101|O|0|
SG0001|OFF|A|GAS  @ 12 KG|GAS|GAS|Q|TABU|1.0|51000.0|01-50106|O|0|
SG0002|OFF|A|GELAS MINUM GAGANG|OT1|OTHER|Q|LUSI|1.0|55000.0|01-50101|O|0|
SG0003|OFF|A|GARPU|OT1|OTHER|Q|LUSI|1.0|20000.0|01-50101|O|0|
SG0004|OFF|A|GAYUNG|OT1|OTHER|Q|BUAH|1.0|3600.0|01-50101|O|0|
SI0001|OFF|A|ISOLATIP BESAR|OT1|OTHER|Q|BUAH|1.0|6000.0|01-50101|O|0|
SK0003|OFF|A|KARTU ABSENSI AMANO 100 L|OT1|OTHER|Q|BLOK|1.0|15000.0|01-50101|O|0|
SK0004|OFF|A|KOMPOR GAS HITACHI MP 200|OT1|OTHER|Q|UNIT|1.0|235000.0|01-50101|O|0|
SK0005|OFF|A|KABEL HY 3 X 1,5  ETERNA|OT1|OTHER|Q|METE|1.0|5500.0|01-50101|O|0|
SK0006|OFF|A|KABEL 3 X 2 1/2|OT1|OTHER|Q|METE|1.0|4650.0|01-50101|O|0|
SK0007|OFF|A|KESET KAKI|OT1|OTHER|Q|BUAH|1.0|3600.0|01-50101|O|0|
SK0008|OFF|A|KAIN LAP|OT1|OTHER|Q|BUAH|1.0|3620.0|01-50101|O|0|
SK0009|OFF|A|KABEL COMPUTER|OT1|OTHER|Q|BUAH|1.0|12000.0|01-50101|O|0|
SL0002|OFF|A|LAMPU TL 40 WATT|OT1|OTHER|Q|SET|1.0|43000.0|01-50101|O|0|
SL0003|OFF|A|LAMPU HEMAT ENERGI 18 WAT|OT1|OTHER|Q|BUAH|1.0|22000.0|01-50101|O|0|
SL0004|OFF|A|LEM PIPA|OT1|OTHER|Q|BUAH|1.0|6000.0|01-50101|O|0|
SM0010|OFF|A|MESIN ABSENSI AMANO TIPE|OT1|OTHER|Q|UNIT|1.0|2550000.0|01-50101|O|0|
SM0011|OFF|A|MESIN FAX PANASONIC PF 34|OT1|OTHER|Q|UNIT|1.0|1090000.0|01-50101|O|0|
SM0012|OFF|A|MINYAK GEMUK|OT1|OTHER|Q|KALE|1.0|25000.0|01-50101|O|0|
SM0013|OFF|A|MCB 1 PHASE 32 A|OT1|OTHER|Q|BUAH|1.0|65000.0|01-50101|O|0|
SP0005|OFF|A|PAKU KLEM NO 10|OT1|OTHER|Q|BUAH|1.0|200.0|01-50101|O|0|
SP0006|OFF|A|PAKU KLEM NO 7|OT1|OTHER|Q|BUAH|1.0|100.0|01-50101|O|0|
SP0007|OFF|A|PIRING MAKAN KACA|OT1|OTHER|Q|BUAH|1.0|4167.0|01-50101|O|0|
SP0008|OFF|A|PAKU KLEM PIPA 1/2 "|OT1|OTHER|Q|BUAH|1.0|1000.0|01-50101|O|0|
SP0009|OFF|A|PIPA 1/2 "|OT1|OTHER|Q|METE|1.0|3000.0|01-50101|O|0|
SP0010|OFF|A|PEL KAYU|OT1|OTHER|Q|BUAH|1.0|9000.0|01-50101|O|0|
SP0011|OFF|A|PORSTEX @ 1000 ML|OT1|OTHER|Q|BOTO|1.0|6025.0|01-50101|O|0|
SR0001|OFF|A|JACK CONNECTOR F/10 BASE|OT1|OTHER|Q|BOX|1.0|84700.0|01-50101|O|0|
SR0002|OFF|A|RAK KARTU ABSENSI 50 NAMA|OT1|OTHER|Q|UNIT|1.0|150000.0|01-50101|O|0|
SR0003|OFF|A|RAK PIRING PLASTIK|OT1|OTHER|Q|BUAH|1.0|32000.0|01-50101|O|0|
SS0002|OFF|A|STEKER ARDE "UT"|OT1|OTHER|Q|BUAH|1.0|5000.0|01-50101|O|0|
SS0003|OFF|A|STOP KONTAK 3 LOBANG|OT1|OTHER|Q|BUAH|1.0|4375.0|01-50101|O|0|
SS0004|OFF|A|SELANG GAS BESI & REGULAT|OT1|OTHER|Q|BUAH|1.0|60000.0|01-50101|O|0|
SS0005|OFF|A|SENDOK|OT1|OTHER|Q|LUSI|1.0|20000.0|01-50101|O|0|
SS0006|OFF|A|SAPU|OT1|OTHER|Q|BUAH|1.0|20400.0|01-50101|O|0|
SS0007|OFF|A|SEKOP|OT1|OTHER|Q|BUAH|1.0|11700.0|01-50101|O|0|
SS0008|OFF|A|SUPERSOL @ 900 ML|OT1|OTHER|Q|BOTO|1.0|6210.0|01-50101|O|0|
SS0009|OFF|A|SABUN CAIR MAMA LIME @ 81|OT1|OTHER|Q|BOTO|1.0|8590.0|01-50101|O|0|
SS0010|OFF|A|SUNLIGHT REFILL @ 800 ML|OT1|OTHER|Q|BUAH|1.0|7135.0|01-50101|O|0|
SS0011|OFF|A|SABUN LIFEBUOY|OT1|OTHER|Q|BATA|1.0|1800.0|01-50101|O|0|
SS0012|OFF|A|MICROSOFT VISUAL BASIC 6,|OT1|OTHER|Q|BUAH|1.0|15000.0|01-50101|O|0|
ST0004|OFF|A|TABUNG GAS @ 14 KG|OT1|OTHER|Q|TABU|1.0|249000.0|01-50101|O|0|
ST0005|OFF|A|T STOP KONTAK 4 L " UL"|OT1|OTHER|Q|BUAH|1.0|9500.0|01-50101|O|0|
ST0006|OFF|A|TELEPON SANEX TMC 200|OT1|OTHER|Q|UNIT|1.0|750000.0|01-50101|O|0|
ST0007|OFF|A|TUTUP GELAS MINUM|OT1|OTHER|Q|LUSI|1.0|50000.0|01-50101|O|0|
ST0008|OFF|A|TEMPAT SABUN|OT1|OTHER|Q|BUAH|1.0|2700.0|01-50101|O|0|
ST0009|OFF|A|T 1/2 "|OT1|OTHER|Q|BUAH|1.0|4000.0|01-50101|O|0|
SW0003|OFF|A|WATER DISPENSER AUTECH DT|OT1|OTHER|Q|UNIT|1.0|825000.0|01-50101|O|0|
F0001-SC|OFF|A|FORM SURAT JALAN SCI|OT1|OTHER|Q|BLOK|1.0|15000.0|01-50101|O|0|
H0026-HF|OFF|A|HANDS FREE ERICSSON|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
HP002600|OFF|A|HAND PHONE NOKIA 2600 GAR|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
M-Q002|OFF|A|QUINOLONA-N20 @ 1 LITER|MD1|DRUG|Q|BOTO|1.0|10.33|01-50101|O|Y|
M-V011|OFF|A|VITAVET B AMINO @ 1 LITER|MD4|VITAMIN & SUPPLEMENT|Q|BOTO|1.0|5.82|01-50101|O|Y|
P0046-T3|OFF|A|POMPA GRUNDFOS 3018T|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0082-SN|OFF|A|SARUNG NOKIA|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
SC0004|OFF|A|CEILING FAN PANASONIC 56"|OT1|OTHER|Q|SET|1.0|300000.0|01-50101|O|0|
T0048-C|OFF|A|TIMER COMPLIT|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
F0010-D|OFF|A|FORM PENERIMAAN TAGIHAN 1|OT1|OTHER|Q|BLOK|1.0|0.0|01-50101|O|0|
F0010-P|OFF|A|FORM PENERIMAAN TAGIHAN 1|OT1|OTHER|Q|BLOK|1.0|0.0|01-50101|O|0|
F0018-CR|OFF|A|FORM COR|OT1|OTHER|Q|BLOC|1.0|0.0|01-50101|O|0|
F0023-MS|OFF|A|FORM MATERIAL REQUISITION|OT1|OTHER|Q|BLOK|1.0|5000.0|01-50101|O|0|
SM0012-Y|OFF|A|GENSET YANMAR YTG 20 TL|OT1|OTHER|Q|UNIT|1.0|80905000.0|01-50101|O|0|
00006-SC|OFF|A|OIL SEAL CRANK SHAFT SC 4|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
00066-SP|OFF|A|OIL SEAL PLUNGER SC 45|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
A0001|OFF|A|ANAK HEKTER STANLAAY|OT1|OTHER|Q|DUS|1.0|0.0|01-50101|O|0|
A0001-10|OFF|A|ANAK HEKTER ETONA 10|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
A0001-3|OFF|A|ANAK HEKTAR NO. 3|OT1|OTHER|Q|KTK|1.0|0.0|01-50101|O|0|
A0001-B|OFF|A|ANAK HEKTER @20 KTK|OT1|OTHER|Q|BOX|1.0|0.0|01-50101|O|0|
A0002|OFF|A|ACCO|OT1|OTHER|Q|KTK|1.0|0.0|01-50101|O|0|
A0002-AC|OFF|A|AC 1 PK "LG" SPLIT|OT1|OTHER|Q|UNIT|1.0|0.0|01-50101|O|0|
A0003|OFF|A|ANGKONG|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
A0004|OFF|A|AMPLOP POLOS|OT1|OTHER|Q|KTK|1.0|0.0|01-50101|O|0|
A0004-11|OFF|A|AMPLOP COKLAT 11 X 26|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
A0004-29|OFF|A|AMPLOP COKLAT 29 X 39|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
A0004-AA|OFF|A|AMPLOP AA FOLIO COKLAT|OT1|OTHER|Q|LBR|1.0|0.0|01-50101|O|0|
A0004-FC|OFF|A|FOLIO COKLAT AA|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
A0004-Q|OFF|A|AMPLOP COKLAT QUARTO|OT1|OTHER|Q|LBR|1.0|0.0|01-50101|O|0|
A0004-S|OFF|A|AMPLOP COKLAT STOPMAP|OT1|OTHER|Q|LBR|1.0|0.0|01-50101|O|0|
A0005|OFF|A|ATAP NIPAH BESAR|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
A0006|OFF|A|AIR MINUM|OT1|OTHER|Q|GL|1.0|6500.0|01-50101|O|0|
A0006-AC|OFF|A|AIR CHAMBER SC 45|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
A0007|OFF|A|ALUMINIUM|OT1|OTHER|Q|LBR|1.0|0.0|01-50101|O|0|
A0007-06|OFF|A|ALUMINIUM ATAP 6 KAKI (K.|OT1|OTHER|Q|LBR|1.0|0.0|01-50101|O|0|
A0007-08|OFF|A|ALUMINIUM ATAP 8 KAKI (K.|OT1|OTHER|Q|LBR|1.0|0.0|01-50101|O|0|
A0007-KA|OFF|A|ALUMINIUM U/KAKI MCB @1 M|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
A0008|OFF|A|ATOM NO 3|OT1|OTHER|Q|KTK|1.0|0.0|01-50101|O|0|
A0009|OFF|A|AMPERE (KECIL)|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
A0009-24|OFF|A|AIR BERSIH / 24 BTL|OT1|OTHER|Q|KTK|1.0|0.0|01-50101|O|0|
A0009-30|OFF|A|AMPERE METER 30A|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
A0009-50|OFF|A|AMPERE METER 50 A|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
A0010|OFF|A|ANTI KONTAK 3P 40 A|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
A0010-63|OFF|A|ANTI KONTAK ABB 63A 4P|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
A0011|OFF|A|ALAS KAKI KARET FEROZA|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
A0011-B|OFF|A|ALAS/BANTALAN T. DUDUK|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
A0012|OFF|A|ASBES|OT1|OTHER|Q|LBR|1.0|0.0|01-50101|O|0|
A0012-S|OFF|A|ATRIBUT SATPAM|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
A0013|OFF|A|AMPLOP COKLAT|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
A0013-15|OFF|A|AIR FILTER YANMAR TS 115|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
A0013-7N|OFF|A|AIR FILTER 7N 1225|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
A0013-90|OFF|A|AMPLOP AA NO. 90|OT1|OTHER|Q|BOX|1.0|0.0|01-50101|O|0|
A0013-AF|OFF|A|AIR FILTER|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
A0013-F|OFF|A|AMPLOP COKLAT FOLIO|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
A0014-|OFF|A|ANTENA TV + KABEL|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
A0014-B1|OFF|A|AIR BERSIH @ 20 L|OT1|OTHER|Q|DRG|1.0|0.0|01-50101|O|0|
A0014-HP|OFF|A|ANTENA HP+KABEL|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
A0014-N5|OFF|A|ANTENA HP N5110|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
A0015|OFF|A|ATAP RUMBIA|OT1|OTHER|Q|KP|1.0|0.0|01-50101|O|0|
A0015-05|OFF|A|AIR KERAS 500ML|OT1|OTHER|Q|BTL|1.0|0.0|01-50101|O|0|
